month,highTemp,avgTemp,lowTemp,highDew,avgDew,lowDew,highHumid,avgHumid,lowHumid,highSeaPressure,avgSeaPressure,lowSeaPressure,highVisi,avgVisi,lowVisi,highWind,avgWind,lowWind,sum_1,events
12,  31,  23,  15,  12,  9,  3,  72,  38,  18,  1020,  1016,  1010,  10,  5,  2,  10,  3,  -,  0.00,	 
13,  31,  23,  15,  13,  8,  3,  71,  37,  17,  1019,  1015,  1010,  10,  5,  2,  10,  3,  -,  0.00,	 
14,  31,  23,  17,  14,  9,  5,  68,  38,  19,  1020,  1016,  1010,  10,  5,  3,  13,  5,  -,  0.00,	 
15,  29,  23,  18,  18,  13,  8,  81,  48,  25,  1019,  1015,  1010,  10,  5,  2,  13,  8,  -,  0.00,	 
16,  31,  24,  18,  13,  9,  5,  58,  36,  19,  1018,  1014,  1009,  10,  5,  3,  11,  5,  -,  0.00,	 
17,  31,  24,  18,  14,  8,  4,  49,  32,  17,  1018,  1014,  1008,  10,  5,  3,  14,  6,  -,  0.00,	 
18,  31,  24,  18,  17,  12,  6,  79,  44,  24,  1018,  1013,  1007,  10,  5,  3,  11,  6,  -,  0.00,	 
19,  29,  24,  20,  19,  17,  15,  82,  62,  45,  1017,  1013,  1008,  5,  4,  3,  116,  13,  -,  3.05,Rain
20,  29,  24,  20,  19,  14,  9,  92,  55,  37,  1019,  1015,  1010,  4,  3,  1,  10,  3,  -,  0.00,	 
21,  28,  22,  16,  17,  8,  4,  87,  38,  27,  1021,  1017,  1012,  10,  5,  3,  11,  6,  -,  0.00,	 
22,  29,  23,  17,  13,  5,  -1,  68,  30,  21,  1022,  1018,  1013,  10,  5,  3,  19,  6,  -,  0.00,	 
23,  29,  22,  14,  15,  8,  2,  56,  37,  23,  1022,  1019,  1014,  10,  5,  3,  13,  5,  -,  0.00,	 
24,  31,  23,  17,  19,  14,  9,  82,  53,  29,  1022,  1018,  1013,  10,  4,  2,  11,  6,  -,  0.00,	 
25,  30,  24,  19,  20,  17,  13,  94,  58,  35,  1021,  1016,  1010,  5,  4,  2,  13,  8,  -,  0.00,	 
26,  31,  25,  19,  21,  17,  13,  93,  61,  31,  1020,  1015,  1009,  5,  4,  2,  11,  5,  -,  0.00,	 
27,  33,  27,  19,  21,  17,  10,  96,  57,  27,  1020,  1015,  1009,  6,  4,  2,  13,  3,  -,  0.00,	 
28,  35,  27,  18,  19,  10,  -1,  89,  41,  12,  1020,  1015,  1009,  10,  5,  2,  11,  3,  -,  0.00,	 
29,  33,  25,  17,  19,  13,  8,  79,  44,  21,  1021,  1017,  1011,  10,  5,  2,  19,  3,  -,  0.00,	 
30,  35,  26,  17,  17,  10,  4,  68,  36,  14,  1021,  1017,  1011,  10,  5,  2,  13,  3,  -,  0.00,	 
31,  36,  27,  17,  17,  11,  4,  78,  37,  13,  1020,  1016,  1010,  10,  5,  3,  11,  3,  -,  0.00,	 
Feb,high,avg,low,high,avg,low,high,avg,low,high,avg,low,high,avg,low,high,avg,high,sum, 
1,  36,  27,  18,  16,  9,  4,  63,  31,  13,  1020,  1016,  1010,  10,  5,  3,  11,  3,  -,  0.00,	 
2,  36,  28,  19,  14,  8,  3,  56,  28,  13,  1021,  1016,  1010,  10,  5,  3,  13,  5,  -,  0.00,	 
3,  36,  27,  18,  16,  9,  0,  72,  33,  12,  1019,  1015,  1009,  10,  5,  3,  13,  3,  -,  0.00,	 
4,  34,  26,  17,  16,  11,  7,  68,  36,  18,  1020,  1015,  1009,  10,  5,  3,  11,  3,  -,  0.00,	 
5,  33,  26,  19,  17,  13,  10,  68,  43,  24,  1020,  1015,  1010,  10,  5,  2,  13,  5,  -,  0.00,	 
6,  33,  27,  20,  16,  13,  9,  64,  41,  21,  1017,  1014,  1008,  10,  5,  2,  13,  5,  -,  0.00,	 
7,  34,  27,  20,  18,  14,  11,  61,  40,  25,  1017,  1014,  1010,  10,  5,  3,  19,  5,  -,  0.00,	 
8,  33,  27,  21,  19,  17,  13,  73,  49,  33,  1019,  1014,  1009,  10,  5,  2,  14,  6,  -,  0.00,	 
9,  34,  28,  21,  20,  16,  12,  77,  44,  25,  1017,  1013,  1008,  10,  5,  2,  13,  6,  -,  0.00,	 
10,  35,  28,  21,  18,  13,  10,  64,  35,  20,  1018,  1013,  1007,  10,  5,  2,  13,  6,  -,  0.00,	 
11,  35,  29,  22,  18,  15,  13,  63,  42,  26,  1017,  1012,  1007,  10,  5,  3,  119,  10,  -,  0.00,	 
12,  36,  29,  22,  19,  17,  13,  73,  48,  22,  1017,  1012,  1006,  10,  5,  2,  10,  5,  -,  0.00,	 
13,  35,  28,  21,  19,  14,  10,  73,  38,  21,  1016,  1012,  1007,  10,  5,  2,  13,  6,  -,  0.00,	 
14,  34,  27,  21,  21,  18,  13,  83,  57,  25,  1018,  1014,  1009,  10,  5,  3,  11,  6,  -,  0.00,	 
15,  33,  27,  21,  18,  12,  6,  62,  36,  18,  1019,  1015,  1009,  10,  5,  3,  19,  5,  -,  0.00,	 
16,  32,  26,  19,  19,  16,  11,  79,  51,  23,  1021,  1016,  1011,  10,  5,  3,  14,  6,  -,  0.00,	 
17,  33,  26,  18,  17,  9,  2,  60,  31,  14,  1022,  1017,  1011,  10,  5,  3,  16,  6,  -,  0.00,	 
18,  34,  27,  19,  18,  11,  2,  73,  33,  13,  1019,  1016,  1011,  10,  5,  3,  16,  6,  -,  0.00,	 
19,  35,  27,  18,  18,  9,  3,  73,  33,  14,  1021,  1017,  1011,  10,  6,  3,  13,  5,  -,  0.00,	 
20,  36,  27,  18,  15,  11,  1,  63,  32,  12,  1021,  1017,  1010,  10,  5,  3,  10,  3,  -,  0.00,	 
21,  38,  28,  19,  14,  9,  4,  62,  25,  11,  1019,  1014,  1008,  10,  6,  3,  26,  3,  -,  0.00,	 
22,  38,  30,  21,  19,  13,  8,  64,  30,  14,  1018,  1014,  1008,  10,  5,  3,  13,  3,  -,  0.00,	 
23,  38,  30,  22,  21,  16,  9,  86,  40,  15,  1018,  1013,  1007,  10,  5,  2,  19,  6,  -,  0.00,	 
24,  38,  30,  22,  21,  16,  12,  83,  42,  22,  1017,  1012,  1006,  10,  5,  3,  14,  6,  -,  0.00,	 
25,  37,  30,  22,  21,  18,  13,  73,  49,  23,  1017,  1013,  1007,  10,  5,  3,  11,  5,  -,  0.00,	 
26,  33,  28,  22,  23,  19,  16,  83,  54,  40,  1020,  1015,  1010,  6,  4,  3,  14,  8,  -,  0.00,	 
27,  34,  28,  22,  22,  17,  13,  90,  47,  32,  1021,  1016,  1011,  10,  5,  3,  13,  8,  -,  0.00,	 
28,  33,  28,  22,  22,  17,  12,  84,  51,  28,  1022,  1018,  1013,  10,  5,  3,  14,  6,  -,  0.00,	 
29,  34,  28,  22,  20,  18,  15,  73,  50,  32,  1022,  1018,  1012,  10,  5,  3,  11,  6,  -,  0.00,	 
Mar,high,avg,low,high,avg,low,high,avg,low,high,avg,low,high,avg,low,high,avg,high,sum, 
1,  34,  28,  22,  19,  17,  15,  73,  51,  32,  1021,  1016,  1010,  10,  5,  3,  13,  10,  -,  0.00,	 
2,  34,  29,  23,  22,  18,  15,  80,  51,  32,  1020,  1016,  1011,  10,  5,  3,  13,  5,  -,  0.00,"Rain
	,
Thunderstorm"
3,  34,  28,  22,  20,  15,  13,  66,  39,  25,  1021,  1016,  1011,  10,  5,  3,  11,  3,  -,  0.00,	 
4,  36,  29,  23,  19,  16,  11,  69,  41,  23,  1019,  1015,  1009,  10,  5,  3,  11,  3,  -,  0.00,	 
5,  36,  29,  23,  17,  15,  11,  61,  39,  21,  1019,  1014,  1007,  10,  5,  3,  11,  5,  -,  0.00,	 
6,  37,  30,  22,  18,  11,  3,  46,  28,  11,  1016,  1012,  1007,  10,  5,  3,  14,  5,  -,  0.00,	 
7,  35,  28,  22,  16,  11,  3,  53,  29,  12,  1065,  1015,  1007,  10,  6,  3,  16,  8,  -,  0.00,	 
8,  37,  29,  21,  17,  11,  6,  60,  30,  14,  1017,  1013,  1006,  10,  6,  3,  11,  6,  -,  0.00,	 
9,  35,  29,  22,  16,  12,  7,  50,  32,  17,  1017,  1013,  1008,  10,  5,  3,  13,  6,  -,  0.00,	 
10,  38,  30,  22,  18,  11,  5,  60,  26,  12,  1017,  1013,  1007,  10,  6,  3,  13,  5,  -,  0.00,	 
11,  38,  32,  26,  18,  12,  5,  68,  30,  15,  1018,  1014,  1008,  10,  6,  3,  13,  3,  -,  0.00,	 
12,  39,  32,  26,  19,  12,  5,  50,  27,  12,  1016,  1012,  1005,  10,  6,  3,  11,  5,  -,  0.00,	 
13,  38,  31,  23,  22,  15,  9,  65,  37,  17,  1016,  1012,  1005,  10,  5,  3,  23,  5,  -,  0.00,	 
14,  37,  31,  24,  23,  19,  12,  79,  50,  25,  1017,  1013,  1006,  10,  5,  2,  10,  5,  -,  0.00,	 
15,  35,  29,  23,  22,  20,  18,  78,  57,  35,  1017,  1013,  1006,  10,  5,  3,  11,  5,  -,  0.00,	 
16,  39,  31,  23,  22,  17,  7,  83,  44,  14,  1016,  1012,  1005,  10,  5,  2,  10,  6,  -,  0.00,	 
17,  39,  31,  24,  23,  16,  7,  84,  40,  16,  1017,  1013,  1006,  10,  5,  3,  11,  6,  -,  0.00,	 
18,  41,  33,  24,  23,  18,  11,  78,  48,  16,  1016,  1012,  1004,  10,  5,  3,  10,  6,  -,  0.00,	 
19,  40,  32,  24,  22,  17,  8,  74,  41,  16,  1015,  1011,  1003,  10,  5,  3,  14,  6,  -,  0.00,	 
20,  40,  32,  25,  20,  13,  5,  63,  34,  14,  1017,  1013,  1005,  10,  5,  2,  11,  3,  -,  0.00,	 
21,  39,  31,  23,  16,  7,  1,  44,  17,  10,  1017,  1011,  1004,  10,  6,  3,  23,  8,  -,  0.00,	 
22,  41,  31,  21,  12,  4,  -1,  40,  17,  6,  1014,  1010,  1004,  10,  6,  3,  11,  3,  -,  0.00,	 
23,  40,  31,  22,  13,  9,  5,  40,  21,  10,  1015,  1011,  1005,  10,  6,  3,  8,  3,  -,  0.00,	 
24,  39,  32,  25,  22,  16,  9,  74,  35,  11,  1017,  1013,  1007,  10,  6,  3,  13,  8,  -,  0.00,	 
25,  39,  32,  24,  21,  15,  7,  73,  33,  13,  1017,  1013,  1008,  10,  5,  3,  11,  6,  -,  0.00,	 
26,  39,  32,  24,  20,  14,  2,  69,  32,  5,  1018,  1013,  1006,  10,  5,  3,  13,  6,  -,  0.00,	 
27,  40,  32,  24,  19,  16,  11,  69,  37,  13,  1018,  1013,  1006,  10,  5,  3,  10,  3,  -,  0.00,	 
28,  36,  30,  23,  19,  16,  13,  69,  41,  24,  1019,  1014,  1007,  10,  6,  3,  19,  10,  34,  0.00,	 
29,  38,  31,  24,  17,  15,  12,  50,  34,  17,  1018,  1013,  1007,  10,  6,  3,  11,  6,  -,  0.00,	 
30,  39,  32,  25,  20,  15,  10,  69,  31,  16,  1018,  1013,  1006,  10,  5,  3,  13,  5,  -,  0.00,Thunderstorm
31,  39,  32,  24,  23,  18,  14,  74,  41,  18,  1017,  1012,  1006,  10,  5,  3,  34,  8,  -,  0.00,Thunderstorm
Apr,high,avg,low,high,avg,low,high,avg,low,high,avg,low,high,avg,low,high,avg,high,sum, 
1,  39,  32,  24,  21,  16,  10,  69,  33,  15,  1015,  1010,  1003,  10,  6,  3,  10,  5,  -,  0.00,	 
2,  41,  33,  26,  22,  16,  10,  69,  33,  16,  1015,  1011,  1005,  10,  5,  3,  14,  5,  -,  0.00,	 
3,  41,  33,  26,  23,  17,  10,  69,  37,  15,  1017,  1012,  1005,  10,  5,  3,  11,  3,  -,  0.00,	 
4,  41,  34,  27,  22,  15,  10,  65,  29,  14,  1015,  1010,  1003,  10,  5,  3,  11,  5,  -,  0.00,	 
5,  41,  33,  27,  21,  13,  7,  55,  26,  13,  1015,  1010,  1003,  10,  6,  3,  14,  6,  -,  0.00,	 
6,  39,  32,  26,  19,  11,  4,  43,  19,  12,  1012,  1009,  1005,  10,  6,  3,  13,  5,  -,  0.00,	 
7,  40,  33,  26,  17,  10,  4,  36,  19,  11,  1014,  1009,  1004,  10,  6,  3,  10,  3,  -,  0.00,	 
8,  40,  32,  25,  16,  12,  6,  39,  24,  14,  1015,  1011,  1004,  10,  6,  3,  11,  6,  -,  0.00,	 
9,  39,  31,  24,  22,  14,  6,  73,  29,  15,  1014,  1010,  1005,  10,  6,  3,  19,  8,  -,  0.00,	 
10,  41,  33,  27,  21,  13,  5,  51,  27,  15,  1016,  1012,  1005,  10,  5,  3,  11,  6,  -,  0.00,	 
11,  41,  33,  26,  19,  12,  6,  55,  22,  11,  1012,  1009,  1004,  10,  6,  3,  11,  3,  -,  0.00,	 
12,  42,  34,  26,  16,  9,  4,  38,  19,  10,  1014,  1009,  1002,  10,  6,  3,  11,  3,  -,  0.00,	 
13,  43,  34,  26,  20,  11,  6,  54,  22,  12,  1012,  1007,  1000,  10,  6,  3,  16,  6,  -,  0.00,	 
14,  41,  34,  27,  22,  19,  14,  57,  35,  18,  1012,  1008,  1002,  10,  6,  3,  11,  5,  -,  0.00,	 
15,  41,  34,  28,  24,  18,  10,  66,  36,  13,  1014,  1009,  1002,  10,  5,  3,  11,  5,  -,  0.00,	 
16,  42,  35,  28,  22,  17,  11,  66,  33,  12,  1013,  1009,  1002,  10,  5,  3,  14,  5,  -,  0.00,	 
17,  42,  34,  27,  23,  19,  16,  66,  39,  18,  1012,  1008,  1001,  10,  5,  3,  14,  8,  29,  8.89,"Rain
	,
Thunderstorm"
18,  39,  32,  26,  24,  19,  14,  70,  41,  17,  1014,  1010,  1003,  10,  5,  3,  14,  6,  -,  0.00,Rain
19,  40,  32,  25,  22,  16,  8,  78,  35,  14,  1014,  1010,  1004,  10,  5,  3,  14,  8,  -,  0.00,	 
20,  41,  33,  26,  22,  16,  10,  70,  32,  13,  1015,  1011,  1004,  10,  6,  3,  14,  5,  -,  0.00,	 
21,  42,  35,  28,  20,  17,  13,  55,  31,  12,  1014,  1009,  1001,  10,  6,  3,  14,  6,  -,  0.00,	 
22,  43,  36,  29,  22,  10,  7,  42,  17,  11,  1012,  1007,  1000,  10,  6,  3,  19,  8,  -,  0.00,	 
23,  42,  34,  28,  20,  8,  3,  41,  18,  10,  1020,  1007,  999,  10,  6,  3,  14,  8,  -,  0.00,	 
24,  42,  35,  28,  13,  8,  4,  23,  16,  10,  1011,  1007,  999,  10,  6,  3,  19,  8,  -,  0.00,	 
25,  43,  36,  28,  22,  9,  5,  38,  17,  9,  1011,  1008,  1001,  10,  6,  3,  14,  10,  -,  0.00,	 
26,  40,  34,  28,  24,  21,  16,  70,  43,  26,  1014,  1010,  1004,  6,  5,  3,  14,  6,  -,  0.00,"Rain
	,
Thunderstorm"
27,  41,  34,  27,  24,  18,  12,  70,  36,  16,  1014,  1010,  1002,  10,  5,  3,  14,  6,  -,  0.00,	 
28,  42,  34,  27,  19,  14,  9,  47,  25,  14,  1013,  1010,  1002,  10,  6,  3,  14,  5,  -,  0.00,	 
29,  42,  36,  29,  21,  12,  8,  45,  20,  12,  1014,  1010,  1003,  10,  6,  3,  66,  6,  -,  0.00,	 
30,  42,  34,  26,  21,  13,  9,  58,  26,  13,  1014,  1010,  1002,  10,  5,  3,  27,  6,  47,  4.06,"Rain
	,
Thunderstorm"
May,high,avg,low,high,avg,low,high,avg,low,high,avg,low,high,avg,low,high,avg,high,sum, 
1,  42,  33,  25,  22,  16,  11,  61,  30,  16,  1014,  1009,  1001,  10,  5,  3,  14,  6,  34,  0.51,"Rain
	,
Thunderstorm"
2,  41,  34,  28,  21,  16,  12,  52,  32,  17,  1014,  1010,  1002,  10,  5,  3,  19,  6,  -,  0.51,"Rain
	,
Thunderstorm"
3,  40,  33,  27,  22,  18,  14,  60,  38,  20,  1019,  1010,  1002,  10,  5,  3,  14,  8,  -,  0.76,"Rain
	,
Thunderstorm"
4,  41,  31,  22,  23,  18,  14,  99,  46,  20,  1014,  1010,  1003,  10,  5,  2,  37,  13,  55,  7.11,"Rain
	,
Thunderstorm"
5,  36,  29,  22,  22,  19,  16,  72,  46,  31,  1015,  1011,  1003,  10,  5,  3,  14,  8,  -,  0.00,Thunderstorm
6,  32,  25,  18,  23,  19,  17,  98,  59,  38,  1016,  1012,  1005,  10,  5,  3,  14,  8,  -,  0.00,"Rain
	,
Thunderstorm"
7,  37,  30,  23,  22,  20,  16,  83,  53,  29,  1014,  1011,  1004,  10,  5,  3,  19,  10,  -,  0.00,"Rain
	,
Thunderstorm"
8,  37,  29,  21,  23,  17,  13,  86,  44,  24,  1015,  1012,  1004,  10,  5,  3,  23,  8,  34,  0.00,"Rain
	,
Thunderstorm"
9,  38,  31,  24,  23,  18,  13,  70,  42,  20,  1015,  1010,  1004,  10,  5,  3,  27,  5,  47,  0.00,"Rain
	,
Thunderstorm"
10,  36,  28,  20,  23,  17,  14,  94,  52,  27,  1016,  1012,  1004,  10,  5,  3,  19,  6,  -,  0.00,"Rain
	,
Thunderstorm"
11,  38,  31,  23,  23,  19,  14,  81,  45,  23,  1014,  1011,  1004,  10,  5,  3,  19,  3,  34,  0.00,	 
12,  39,  32,  24,  22,  18,  15,  71,  36,  24,  1012,  1008,  1000,  10,  6,  3,  14,  6,  -,  0.00,	 
13,  41,  34,  28,  22,  18,  16,  55,  34,  23,  1011,  1008,  1001,  10,  6,  3,  14,  6,  -,  0.00,	 
14,  41,  34,  28,  25,  19,  16,  53,  36,  24,  1013,  1009,  1001,  10,  5,  3,  13,  5,  -,  0.51,Thunderstorm
15,  37,  31,  25,  24,  22,  19,  64,  48,  29,  1012,  1006,  1003,  10,  5,  3,  14,  6,  -,  0.00,	 
16,  38,  32,  27,  26,  22,  20,  72,  47,  29,  1007,  1004,  1000,  10,  6,  3,  8,  2,  -,  0.00,	 
17,  36,  31,  27,  25,  21,  20,  72,  49,  33,  1007,  1004,  999,  10,  5,  3,  11,  6,  -,  0.00,	 
18,  35,  31,  26,  23,  21,  20,  70,  50,  40,  1008,  1003,  996,  5,  5,  3,  14,  8,  -,  0.00,	 
19,  33,  29,  26,  23,  22,  20,  69,  57,  49,  1006,  1003,  996,  5,  4,  3,  14,  8,  -,  0.00,	 
20,  38,  31,  23,  23,  21,  16,  83,  55,  36,  1006,  1003,  996,  10,  5,  1,  27,  13,  47,  13.97,"Rain
	,
Thunderstorm"
21,  40,  32,  23,  23,  19,  16,  69,  47,  24,  1008,  1005,  998,  10,  5,  3,  23,  14,  -,  0.00,	 
22,  42,  34,  26,  20,  14,  7,  58,  31,  12,  1011,  1006,  999,  10,  5,  3,  97,  18,  34,  0.00,	 
23,  40,  33,  27,  21,  6,  -19,  47,  21,  4,  1012,  1007,  999,  10,  5,  3,  27,  11,  37,  0.00,	 
24,  41,  34,  28,  21,  17,  13,  55,  34,  17,  1011,  1007,  999,  10,  6,  3,  32,  13,  34,  0.00,	 
25,  40,  33,  26,  23,  18,  15,  84,  44,  20,  1010,  1007,  1000,  10,  5,  1,  37,  16,  74,  10.92,"Rain
	,
Thunderstorm"
26,  40,  32,  23,  21,  18,  1,  61,  39,  12,  1012,  1008,  1000,  10,  6,  3,  26,  14,  -,  0.00,	 
27,  41,  34,  27,  21,  18,  16,  52,  35,  22,  1012,  1008,  1000,  10,  5,  3,  27,  14,  47,  0.51,"Rain
	,
Thunderstorm"
28,  41,  34,  28,  21,  18,  14,  58,  36,  21,  1011,  1008,  999,  10,  6,  3,  27,  13,  47,  0.00,	 
29,  39,  33,  28,  22,  18,  11,  70,  39,  24,  1013,  1008,  1000,  10,  5,  3,  26,  14,  37,  0.00,	 
30,  40,  34,  28,  21,  17,  13,  51,  34,  23,  1010,  1007,  1000,  10,  5,  3,  23,  13,  -,  0.00,	 
31,  40,  34,  28,  23,  18,  16,  59,  40,  22,  1011,  1008,  1001,  10,  5,  3,  29,  13,  -,  0.76,"Rain
	,
Thunderstorm"
Jun,high,avg,low,high,avg,low,high,avg,low,high,avg,low,high,avg,low,high,avg,high,sum, 
1,  39,  33,  27,  25,  20,  18,  59,  44,  26,  1012,  1008,  1000,  10,  5,  3,  19,  10,  34,  0.00,	 
2,  34,  31,  27,  25,  22,  19,  68,  59,  49,  1012,  1008,  1001,  6,  5,  3,  19,  11,  -,  0.00,Rain
3,  41,  32,  24,  24,  21,  18,  83,  53,  27,  1010,  1007,  1000,  10,  4,  2,  47,  14,  64,  0.00,"Rain
	,
Thunderstorm"
4,  34,  29,  23,  23,  21,  18,  83,  59,  47,  1011,  1007,  1000,  5,  4,  3,  23,  11,  -,  0.00,Rain
5,  33,  28,  22,  23,  22,  20,  84,  61,  49,  1010,  1008,  1001,  5,  4,  3,  19,  11,  27,  0.00,Rain
6,  33,  28,  23,  24,  22,  19,  95,  65,  43,  1010,  1008,  1001,  5,  4,  3,  23,  11,  -,  0.00,"Rain
	,
Thunderstorm"
7,  32,  27,  21,  24,  22,  20,  97,  67,  45,  1011,  1008,  1002,  5,  4,  3,  14,  6,  -,  0.00,Rain
8,  32,  27,  22,  23,  22,  20,  95,  72,  54,  1011,  1008,  1001,  5,  4,  2,  19,  6,  37,  0.00,Rain
9,  34,  29,  24,  25,  21,  18,  82,  58,  38,  1010,  1007,  1001,  6,  5,  3,  19,  10,  -,  0.00,	 
10,  36,  30,  24,  23,  21,  2,  74,  56,  13,  1010,  1007,  1001,  10,  5,  3,  21,  10,  -,  0.00,	 
11,  33,  29,  26,  24,  22,  20,  79,  67,  52,  1011,  1008,  1003,  6,  4,  3,  19,  10,  -,  0.00,	 
12,  34,  29,  24,  23,  21,  20,  74,  59,  40,  1011,  1008,  1002,  5,  5,  3,  200,  14,  -,  0.00,	 
13,  33,  29,  24,  23,  22,  20,  74,  61,  43,  1011,  1009,  1003,  5,  5,  3,  23,  13,  37,  0.00,	 
14,  38,  31,  24,  23,  19,  17,  82,  46,  28,  1011,  1007,  1001,  10,  5,  3,  27,  13,  47,  0.00,	 
15,  37,  31,  24,  22,  19,  16,  74,  46,  32,  1010,  1006,  999,  10,  6,  3,  26,  16,  -,  0.00,	 
16,  38,  31,  24,  22,  18,  14,  69,  42,  28,  1009,  1005,  998,  10,  6,  3,  19,  13,  37,  0.00,	 
17,  38,  32,  25,  22,  18,  16,  79,  42,  30,  1008,  1005,  997,  10,  5,  3,  27,  14,  37,  3.05,Rain
18,  31,  28,  24,  24,  21,  20,  88,  68,  51,  1009,  1006,  1001,  5,  4,  3,  127,  16,  34,  5.08,"Rain
	,
Thunderstorm"
19,  27,  24,  23,  23,  22,  20,  92,  78,  74,  1008,  1006,  1001,  4,  3,  3,  14,  6,  -,  0.00,Rain
20,  30,  27,  23,  23,  22,  21,  94,  74,  58,  1008,  1006,  1001,  5,  4,  1,  16,  6,  -,  0.00,Rain
21,  35,  29,  23,  26,  22,  20,  90,  60,  38,  1008,  1006,  1000,  6,  5,  3,  19,  6,  -,  3.05,Rain
22,  35,  29,  23,  24,  22,  21,  94,  65,  44,  1010,  1007,  1001,  5,  4,  2,  14,  6,  -,  0.00,Rain
23,  36,  30,  23,  24,  22,  20,  81,  56,  34,  1010,  1007,  1000,  10,  5,  3,  23,  10,  -,  0.00,Thunderstorm
24,  34,  29,  24,  23,  21,  20,  79,  58,  42,  1009,  1006,  1000,  6,  5,  3,  19,  11,  -,  0.00,"Rain
	,
Thunderstorm"
25,  34,  29,  23,  23,  21,  20,  97,  62,  44,  1009,  1007,  1000,  10,  5,  1,  23,  11,  37,  36.07,"Rain
	,
Hail
	,
Thunderstorm"
26,  32,  27,  22,  24,  21,  20,  90,  64,  55,  1010,  1007,  1001,  6,  5,  3,  23,  11,  34,  0.00,Rain
27,  32,  28,  23,  23,  22,  20,  99,  68,  49,  1008,  1005,  999,  6,  4,  1,  27,  11,  47,  0.00,"Rain
	,
Thunderstorm"
28,  27,  24,  22,  24,  22,  21,  95,  80,  70,  1008,  1005,  1001,  4,  4,  3,  19,  8,  -,  0.00,Rain
29,  27,  24,  23,  23,  22,  21,  89,  79,  71,  1007,  1005,  1000,  6,  4,  3,  23,  13,  -,  8.89,"Rain
	,
Thunderstorm"
30,  29,  26,  22,  23,  22,  20,  86,  74,  62,  1008,  1006,  1001,  6,  5,  3,  34,  16,  45,  0.00,"Rain
	,
Thunderstorm"
Jul,high,avg,low,high,avg,low,high,avg,low,high,avg,low,high,avg,low,high,avg,high,sum, 
1,  31,  26,  22,  23,  21,  20,  91,  71,  61,  1007,  1005,  1000,  6,  5,  3,  23,  13,  37,  0.25,Rain
2,  31,  27,  23,  23,  20,  18,  78,  63,  51,  1007,  1005,  999,  6,  5,  3,  23,  13,  -,  0.00,	 
3,  29,  27,  23,  23,  20,  18,  78,  70,  61,  1008,  1006,  1001,  6,  5,  3,  21,  10,  39,  0.00,Rain
4,  32,  28,  23,  23,  21,  18,  76,  64,  51,  1009,  1007,  1001,  6,  5,  3,  23,  11,  27,  0.00,	 
5,  32,  27,  23,  23,  21,  19,  89,  71,  48,  1009,  1007,  1001,  6,  5,  3,  23,  11,  29,  6.10,"Rain
	,
Thunderstorm"
6,  32,  27,  23,  24,  20,  18,  84,  71,  51,  1009,  1006,  1001,  6,  5,  2,  23,  11,  -,  2.03,Rain
7,  28,  26,  23,  22,  19,  18,  84,  71,  64,  1009,  1007,  1001,  6,  5,  3,  19,  11,  -,  0.00,	 
8,  28,  26,  23,  22,  19,  17,  80,  68,  61,  1007,  1005,  1001,  6,  5,  3,  23,  11,  34,  0.00,Rain
9,  26,  23,  22,  23,  19,  18,  92,  79,  73,  1006,  1005,  1001,  5,  4,  3,  23,  13,  40,  0.00,Rain
10,  27,  24,  21,  22,  19,  18,  87,  74,  69,  1006,  1004,  1000,  5,  4,  3,  26,  14,  37,  0.51,Rain
11,  26,  23,  22,  23,  20,  18,  88,  81,  78,  1006,  1004,  1000,  4,  4,  3,  26,  13,  29,  0.00,Rain
12,  30,  26,  22,  24,  20,  18,  86,  73,  58,  1008,  1006,  1001,  6,  5,  3,  23,  11,  29,  0.00,Rain
13,  32,  27,  22,  22,  19,  18,  84,  64,  49,  1010,  1007,  1001,  6,  5,  3,  19,  11,  -,  0.00,	 
14,  33,  28,  22,  22,  19,  17,  78,  59,  44,  1010,  1007,  1001,  6,  5,  3,  13,  8,  -,  0.00,	 
15,  34,  29,  23,  22,  19,  18,  76,  56,  41,  1009,  1007,  1001,  6,  5,  3,  11,  6,  -,  0.00,	 
16,  33,  29,  24,  22,  19,  17,  81,  58,  42,  1011,  1009,  1003,  6,  5,  3,  11,  8,  -,  0.00,	 
17,  33,  29,  24,  21,  19,  17,  69,  55,  40,  1013,  1011,  1005,  6,  5,  3,  11,  5,  -,  0.00,Rain
18,  32,  27,  22,  24,  19,  17,  94,  71,  49,  1013,  1010,  1006,  6,  4,  1,  11,  6,  -,  42.93,Rain
19,  28,  24,  21,  23,  19,  9,  97,  80,  34,  1013,  1010,  1006,  5,  4,  3,  14,  5,  27,  0.00,Rain
20,  30,  26,  21,  22,  19,  18,  94,  73,  56,  1011,  1009,  1002,  6,  4,  3,  26,  11,  -,  0.00,Rain
21,  30,  26,  22,  23,  20,  17,  95,  76,  64,  1010,  1008,  1002,  6,  5,  2,  14,  10,  34,  0.00,Rain
22,  29,  26,  22,  23,  20,  18,  91,  78,  65,  1009,  1007,  1002,  5,  4,  2,  11,  6,  -,  0.00,Rain
23,  29,  26,  22,  23,  19,  17,  85,  74,  65,  1009,  1007,  1001,  5,  5,  3,  11,  6,  -,  0.00,	 
24,  31,  27,  22,  24,  21,  18,  87,  72,  58,  1009,  1007,  1001,  5,  5,  3,  10,  5,  -,  0.51,Rain
25,  33,  28,  23,  23,  22,  19,  90,  70,  50,  1010,  1007,  1002,  6,  5,  3,  10,  3,  -,  0.00,Rain
